,Title,congress_num,Legislation Number,URL,Date of Introduction,Latest Action Date,Sponsor,Number of Cosponsors,Committees,allsubjects,summary,passed,officehistorian,tag_reform,tag_financial,financial type,tag_workforce,tag_foreign,tag_aid,tag_dod,tag_other
42,A bill to further amend the Foreign Service Act of 1946 to provide protection to medical personnel of the Department of State against certain malpractice suits.,94,S. 3018,https://www.congress.gov/bill/94th-congress/senate-bill/3018,2/24/76,2/24/76,"Sparkman, John J. [Sen.-D-AL]",0,Senate - Foreign Relations,"Department of State, Federal employees, Foreign service, Government liability, Government Operations and Politics, Law, Malpractice, Medical care, personnel, and facilities, Medical personnel",-,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
43,A bill to improve the Department of State.,99,S. 126,https://www.congress.gov/bill/99th-congress/senate-bill/126,1/3/85,1/3/85,"Pryor, David H. [Sen.-D-AR]",1,Senate - Foreign Relations,"Agricultural policies, Agriculture and Rural Affairs, Agriculture in foreign trade, Department of State, Executive reorganization, Exports, Federal officials, Foreign Trade and Investments, Government Operations and Politics",-,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
44,"A bill to increase access to, control the costs associated with, and improve the quality of health care in States through health insurance reform, State innovation, public health, medical research, and reduction of fraud and abuse, and for other purposes.",104,S. 308,https://www.congress.gov/bill/104th-congress/senate-bill/308,2/1/95,2/1/95,"Graham, Bob [Sen.-D-FL]",1,Senate - Finance,"Administrative procedure, Agriculture and Food, Checkoff, Cigarettes, Clinics, Collection of accounts, Commerce, Community health services, Community service (Punishment), Conflict of interests, Congress, Congressional investigations, Congressional reporting requirements, Connecticut, Cost effectiveness, Crime and Law Enforcement, Curricula, Department of Health and Human Services, Drug abuse, Economics and Public Finance, Education, Educational policy, Elementary and secondary education, Elementary education, Emergency medical services, Employee health benefits, Environmental health, Environmental Protection, Epidemiology, Exports, Federal advisory bodies, Federal aid to education, Federal aid to health facilities, Federal aid to medical education, Federal aid to medical research, Federal aid to nursing education, Federal preemption, Federal-state relations, Finance and Financial Sector, Fines (Penalties), Foreign Trade and International Finance, Free ports and zones, Government Operations and Politics, Government paperwork, Government trust funds, Grants-in-aid, Hawaii, Health, Health care fraud, Health care reform, Health education, Health insurance, Health maintenance organizations, Health planning, Higher education, Hospital care, Hospitals, Housing and Community Development, Import restrictions, Income tax, Indian medical care, Insurance companies, Labor and Employment, Law, Medicaid, Medicaid fraud, Medical ethics, Medical laboratories, Medical statistics, Medicare, Medicare fraud, Migrant labor, Minorities, Narcotic traffic, Parent-school relationships, Peer review organizations (Medicine), Physicians, Poisons, Pollution control, Preventive medicine, Public assistance programs, Public health personnel, Puerto Rico, Rural public health, Scholarships, School health programs, Science, Technology, Communications, Secondary education, Self-insurance, Social Welfare, Standards, State laws, Student loan funds, Tax credits, Tax exemption, Tax rates, Tax refunds, Tax returns, Taxation, Tobacco industry, Tobacco tax, Vending machines, Virgin Islands",-,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE
45,"A bill to prohibit assistance to the Government of Pakistan, and to require the Department of State and the United States Agency for International Development to transfer amounts to the Highway Trust Fund equivalent to historic levels of assistance to Pakistan.",115,S. 2333,https://www.congress.gov/bill/115th-congress/senate-bill/2333,1/24/18,1/24/18,"Paul, Rand [Sen.-R-KY]",0,Senate - Foreign Relations,"Asia, International Affairs, Pakistan, Roads and highways, Transportation programs funding, U.S. Agency for International Development (USAID), Appropriations, Government trust funds, Department of State, Foreign aid and international relief, Executive agency funding and structure","This bill prohibits Department of State or the U.S. Agency for International Development (USAID) funds from being made available as assistance to the government of Pakistan. The State Department and USAID shall transfer specified FY2018 funds, upon receipt, to the Highway Trust Fund.",FALSE,TRUE,FALSE,TRUE,DOS,FALSE,FALSE,TRUE,FALSE,FALSE
46,"A bill to prohibit the giving of appropriated funds or property purchased therewith to any person of any foreign country, to prohibit the acceptance of foreign gifts by Federal employees.",94,S. 1762,https://www.congress.gov/bill/94th-congress/senate-bill/1762,5/19/75,5/19/75,"Proxmire, William [Sen.-D-WI]",0,Senate - Foreign Relations,"Department of State, Federal employees, Federal employees and officials, Gifts, Government Operations and Politics, International Affairs",-,FALSE,FALSE,FALSE,TRUE,DOS,FALSE,FALSE,FALSE,FALSE,FALSE
47,A bill to promote the foreign policy of the United States by strengthening and improving the Foreign Service personnel system of the Department of State and of the U.S. Information Agency.,93,H.R. 5575,https://www.congress.gov/bill/93rd-congress/house-bill/5575,3/14/73,3/14/73,"Ashbrook, John M. [Rep.-R-OH-17]",0,House - Foreign Affairs,"Department of State, Federal employees, Federal employees and officials, Foreign service, Government Operations and Politics, International Affairs",-,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
48,A bill to promote the foreign policy of the United States by strengthening and improving the Foreign Service personnel system of the Department of State and of the U.S. Information Agency.,94,H.R. 1587,https://www.congress.gov/bill/94th-congress/house-bill/1587,1/17/75,1/17/75,"Ashbrook, John M. [Rep.-R-OH-17]",0,"House - Foreign Affairs, Post Office and Civil Service","Department of State, Federal employees and officials, Foreign service, Government Operations and Politics, International Affairs, United States Information Agency",-,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
49,"A bill to promote the orderly conduct of international relations by facilitating the operation of foreign missions in the United States, thereby promoting the secure and efficient operation of of United States missions abroad.",97,S. 1818,https://www.congress.gov/bill/97th-congress/senate-bill/1818,11/5/81,11/5/81,"Mathias, Charles McC., Jr. [Sen.-R-MD]",2,Senate - Foreign Relations,"Department of State, Diplomatic privileges and immunities, Diplomats, Executive reorganization, Foreign ownership of real property, Government Operations and Politics, International Affairs, Land transfers, Public Lands and Real Property",-,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE
50,"A bill to promote the orderly conduct of international relations by facilitating the operation of foreign missions in the United States, thereby promoting the secure and efficient operation of the United States missions abroad.",97,S. 854,https://www.congress.gov/bill/97th-congress/senate-bill/854,4/1/81,7/21/82,"Percy, Charles H. [Sen.-R-IL]",2,"Senate - Foreign Relations, Governmental Affairs","Department of State, Diplomatic privileges and immunities, Diplomats, District of Columbia, Executive reorganization, Foreign ownership of real property, Government Operations and Politics, International Affairs, Land transfers, Public Lands and Real Property",-,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE
51,"A bill to provide civil service retirement credit for certain language instructors of the Foreign Service Institute, Department of State.",93,S. 2264,https://www.congress.gov/bill/93rd-congress/senate-bill/2264,7/26/73,12/18/73,"Mansfield, Mike [Sen.-D-MT]",1,House - Foreign Affairs | Senate - Post Office and Civil Service,"Civil service retirement, Department of State, Federal employees and officials, Foreign service, Government Operations and Politics, International Affairs",-,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
52,A bill to provide emergency supplemental appropriations to address the Zika crisis.,114,S. 2843,https://www.congress.gov/bill/114th-congress/senate-bill/2843,4/21/16,4/21/16,"Nelson, Bill [Sen.-D-FL]",35,Senate - Appropriations,"Centers for Disease Control and Prevention (CDC), World health, Department of State, Diplomacy, foreign officials, Americans abroad, Drug therapy, Executive agency funding and structure, Food and Drug Administration (FDA), Foreign aid and international relief, Government lending and loan guarantees, Guam, Health, Health programs administration and funding, Health promotion and preventive care, Immunology and vaccination, Infectious and parasitic diseases, Intergovernmental relations, International organizations and cooperation, Medicaid, Medical tests and diagnostic methods, National Institutes of Health (NIH), Northern Mariana Islands, U.S. territories and protectorates, U.S. Agency for International Development (USAID), State and local finance, Puerto Rico, Virgin Islands, Caribbean area, Appropriations, American Samoa, Public contracts and procurement, Department of Health and Human Services","This bill provides FY2016 emergency supplemental appropriations to the Departments of State and Health and Human Services (HHS) to prevent, prepare for, and respond to the Zika virus and other infectious diseases. The bill specifies permissible uses for the funds and designates the funds as an emergency requirement, which exempts the funds from discretionary spending limits. The bill provides appropriations to HHS for: the Centers for Disease Control and Prevention, the Public Health and Social Services Emergency Fund, the National Institutes of Health, and the Food and Drug Administration. The bill amends the Public Health Service Act to permit Project BioShield to be used to support the advanced development and procurement of medical countermeasures to diagnose, mitigate, prevent, or treat harm from any infectious disease that may pose a threat to the public health. (Under current law, Project BioShield supports only countermeasures against specific chemical, biological, radiological, and nuclear terrorist threats.) The bill temporarily increases from 55% to 65% the Medicaid Federal Medical Assistance Percentage in the territories (Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and the Northern Mariana Islands). The bill provides appropriations to the Department of State and Other International Programs for: the Administration of Foreign Affairs, Global Health Programs, International Security Assistance, Multilateral Assistance, and the U.S. Agency for International Development. Unobligated balances of specified funds provided for the Ebola virus may be used to respond to the Zika virus and other infectious diseases.",FALSE,FALSE,FALSE,TRUE,DOS,FALSE,TRUE,FALSE,FALSE,FALSE
53,A bill to provide for a procedure to investigate and render decisions and recommendations with respect to grievances and appeals of employees of the Foreign Service.,93,H.R. 1095,https://www.congress.gov/bill/93rd-congress/house-bill/1095,1/3/73,1/3/73,"Roybal, Edward R. [Rep.-D-CA-30]",0,House - Foreign Affairs,"Department of State, Employee-management relations in government, Federal employees, Federal employees and officials, Foreign service, Government Operations and Politics, International Affairs",-,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
54,A bill to provide for the establishment of a Foreign Service Grievance procedure.,96,H.R. 7546,https://www.congress.gov/bill/96th-congress/house-bill/7546,6/11/80,6/11/80,"Derrick, Butler C. [Rep.-D-SC-3]",1,House - Foreign Affairs,"Civil service employment, Collective bargaining, Department of State, Employee-management relations in government, Federal employees and officials, Foreign service, Grievance procedures, International Affairs, Labor unions, Labor and Employment",-,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE
